"","DateTime","Date","Time","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"1766",2007-01-02 06:25:00,"2007-01-02","05:25:00",0,0,0
"1767",2007-01-02 06:26:00,"2007-01-02","05:26:00",0,0,0
"1768",2007-01-02 06:27:00,"2007-01-02","05:27:00",0,0,0
"1769",2007-01-02 06:28:00,"2007-01-02","05:28:00",0,0,0
"1770",2007-01-02 06:29:00,"2007-01-02","05:29:00",0,1,0
"1771",2007-01-02 06:30:00,"2007-01-02","05:30:00",0,1,0
"1772",2007-01-02 06:31:00,"2007-01-02","05:31:00",0,1,0
"1773",2007-01-02 06:32:00,"2007-01-02","05:32:00",0,2,0
"1774",2007-01-02 06:33:00,"2007-01-02","05:33:00",0,1,0
"1775",2007-01-02 06:34:00,"2007-01-02","05:34:00",0,2,0
"1776",2007-01-02 06:35:00,"2007-01-02","05:35:00",0,1,0
"1777",2007-01-02 06:36:00,"2007-01-02","05:36:00",0,1,0
"1778",2007-01-02 06:37:00,"2007-01-02","05:37:00",0,2,0
"1779",2007-01-02 06:38:00,"2007-01-02","05:38:00",0,1,0
"1780",2007-01-02 06:39:00,"2007-01-02","05:39:00",0,2,0
"1781",2007-01-02 06:40:00,"2007-01-02","05:40:00",0,1,0
"1782",2007-01-02 06:41:00,"2007-01-02","05:41:00",0,1,0
"1783",2007-01-02 06:42:00,"2007-01-02","05:42:00",0,2,0
"1784",2007-01-02 06:43:00,"2007-01-02","05:43:00",0,1,0
"1785",2007-01-02 06:44:00,"2007-01-02","05:44:00",0,1,0
"1786",2007-01-02 06:45:00,"2007-01-02","05:45:00",0,2,0
"1787",2007-01-02 06:46:00,"2007-01-02","05:46:00",0,1,0
"1788",2007-01-02 06:47:00,"2007-01-02","05:47:00",0,1,0
"1789",2007-01-02 06:48:00,"2007-01-02","05:48:00",0,1,0
"1790",2007-01-02 06:49:00,"2007-01-02","05:49:00",0,2,0
"1791",2007-01-02 06:50:00,"2007-01-02","05:50:00",0,1,0
"1792",2007-01-02 06:51:00,"2007-01-02","05:51:00",0,1,0
"1793",2007-01-02 06:52:00,"2007-01-02","05:52:00",0,1,0
"1794",2007-01-02 06:53:00,"2007-01-02","05:53:00",0,2,0
"1795",2007-01-02 06:54:00,"2007-01-02","05:54:00",0,1,0
"1796",2007-01-02 06:55:00,"2007-01-02","05:55:00",0,0,0
"1797",2007-01-02 06:56:00,"2007-01-02","05:56:00",0,0,0
"1798",2007-01-02 06:57:00,"2007-01-02","05:57:00",0,0,0
"1799",2007-01-02 06:58:00,"2007-01-02","05:58:00",0,0,0
"1800",2007-01-02 06:59:00,"2007-01-02","05:59:00",0,0,0
"1801",2007-01-02 07:00:00,"2007-01-02","06:00:00",0,0,0
"1802",2007-01-02 07:01:00,"2007-01-02","06:01:00",0,0,0
"1803",2007-01-02 07:02:00,"2007-01-02","06:02:00",0,0,0
"1804",2007-01-02 07:03:00,"2007-01-02","06:03:00",0,0,0
"1805",2007-01-02 07:04:00,"2007-01-02","06:04:00",0,0,0
"1806",2007-01-02 07:05:00,"2007-01-02","06:05:00",0,0,0
"1807",2007-01-02 07:06:00,"2007-01-02","06:06:00",0,0,0
"1808",2007-01-02 07:07:00,"2007-01-02","06:07:00",0,0,0
"1809",2007-01-02 07:08:00,"2007-01-02","06:08:00",0,0,0
"1810",2007-01-02 07:09:00,"2007-01-02","06:09:00",0,0,0
"1811",2007-01-02 07:10:00,"2007-01-02","06:10:00",0,0,0
"1812",2007-01-02 07:11:00,"2007-01-02","06:11:00",0,0,0
"1813",2007-01-02 07:12:00,"2007-01-02","06:12:00",0,0,0
"1814",2007-01-02 07:13:00,"2007-01-02","06:13:00",0,0,0
"1815",2007-01-02 07:14:00,"2007-01-02","06:14:00",0,0,0
"1816",2007-01-02 07:15:00,"2007-01-02","06:15:00",0,0,0
"1817",2007-01-02 07:16:00,"2007-01-02","06:16:00",0,0,0
"1818",2007-01-02 07:17:00,"2007-01-02","06:17:00",0,0,0
"1819",2007-01-02 07:18:00,"2007-01-02","06:18:00",0,0,0
"1820",2007-01-02 07:19:00,"2007-01-02","06:19:00",0,0,0
"1821",2007-01-02 07:20:00,"2007-01-02","06:20:00",0,0,0
"1822",2007-01-02 07:21:00,"2007-01-02","06:21:00",0,0,0
"1823",2007-01-02 07:22:00,"2007-01-02","06:22:00",0,0,0
"1824",2007-01-02 07:23:00,"2007-01-02","06:23:00",0,0,0
"1825",2007-01-02 07:24:00,"2007-01-02","06:24:00",0,0,0
"1826",2007-01-02 07:25:00,"2007-01-02","06:25:00",0,0,0
"1827",2007-01-02 07:26:00,"2007-01-02","06:26:00",0,0,0
"1828",2007-01-02 07:27:00,"2007-01-02","06:27:00",0,0,0
"1829",2007-01-02 07:28:00,"2007-01-02","06:28:00",0,0,0
"1830",2007-01-02 07:29:00,"2007-01-02","06:29:00",0,0,0
"1831",2007-01-02 07:30:00,"2007-01-02","06:30:00",0,0,0
"1832",2007-01-02 07:31:00,"2007-01-02","06:31:00",0,0,0
"1833",2007-01-02 07:32:00,"2007-01-02","06:32:00",0,0,0
"1834",2007-01-02 07:33:00,"2007-01-02","06:33:00",0,0,0
"1835",2007-01-02 07:34:00,"2007-01-02","06:34:00",0,0,0
"1836",2007-01-02 07:35:00,"2007-01-02","06:35:00",0,0,0
"1837",2007-01-02 07:36:00,"2007-01-02","06:36:00",0,0,0
"1838",2007-01-02 07:37:00,"2007-01-02","06:37:00",0,0,0
"1839",2007-01-02 07:38:00,"2007-01-02","06:38:00",0,0,0
"1840",2007-01-02 07:39:00,"2007-01-02","06:39:00",0,0,0
"1841",2007-01-02 07:40:00,"2007-01-02","06:40:00",0,0,0
"1842",2007-01-02 07:41:00,"2007-01-02","06:41:00",0,0,0
"1843",2007-01-02 07:42:00,"2007-01-02","06:42:00",0,0,0
"1844",2007-01-02 07:43:00,"2007-01-02","06:43:00",0,0,0
"1845",2007-01-02 07:44:00,"2007-01-02","06:44:00",0,0,0
"1846",2007-01-02 07:45:00,"2007-01-02","06:45:00",0,0,0
"1847",2007-01-02 07:46:00,"2007-01-02","06:46:00",0,0,0
"1848",2007-01-02 07:47:00,"2007-01-02","06:47:00",0,0,0
"1849",2007-01-02 07:48:00,"2007-01-02","06:48:00",0,0,0
"1850",2007-01-02 07:49:00,"2007-01-02","06:49:00",0,0,0
"1851",2007-01-02 07:50:00,"2007-01-02","06:50:00",0,0,0
"1852",2007-01-02 07:51:00,"2007-01-02","06:51:00",0,0,0
"1853",2007-01-02 07:52:00,"2007-01-02","06:52:00",0,0,0
"1854",2007-01-02 07:53:00,"2007-01-02","06:53:00",0,0,0
"1855",2007-01-02 07:54:00,"2007-01-02","06:54:00",0,0,0
"1856",2007-01-02 07:55:00,"2007-01-02","06:55:00",0,0,0
"1857",2007-01-02 07:56:00,"2007-01-02","06:56:00",0,0,0
"1858",2007-01-02 07:57:00,"2007-01-02","06:57:00",0,0,0
"1859",2007-01-02 07:58:00,"2007-01-02","06:58:00",0,0,0
"1860",2007-01-02 07:59:00,"2007-01-02","06:59:00",0,0,0
"1861",2007-01-02 08:00:00,"2007-01-02","07:00:00",0,0,0
"1862",2007-01-02 08:01:00,"2007-01-02","07:01:00",0,0,0
"1863",2007-01-02 08:02:00,"2007-01-02","07:02:00",0,0,0
"1864",2007-01-02 08:03:00,"2007-01-02","07:03:00",0,0,0
"1865",2007-01-02 08:04:00,"2007-01-02","07:04:00",0,0,0
"1866",2007-01-02 08:05:00,"2007-01-02","07:05:00",0,0,0
"1867",2007-01-02 08:06:00,"2007-01-02","07:06:00",0,0,0
"1868",2007-01-02 08:07:00,"2007-01-02","07:07:00",0,0,0
"1869",2007-01-02 08:08:00,"2007-01-02","07:08:00",0,0,0
"1870",2007-01-02 08:09:00,"2007-01-02","07:09:00",0,0,0
"1871",2007-01-02 08:10:00,"2007-01-02","07:10:00",0,0,0
"1872",2007-01-02 08:11:00,"2007-01-02","07:11:00",0,0,0
"1873",2007-01-02 08:12:00,"2007-01-02","07:12:00",0,0,0
"1874",2007-01-02 08:13:00,"2007-01-02","07:13:00",0,0,0
"1875",2007-01-02 08:14:00,"2007-01-02","07:14:00",0,0,0
"1876",2007-01-02 08:15:00,"2007-01-02","07:15:00",0,0,0
"1877",2007-01-02 08:16:00,"2007-01-02","07:16:00",0,0,0
"1878",2007-01-02 08:17:00,"2007-01-02","07:17:00",0,0,0
"1879",2007-01-02 08:18:00,"2007-01-02","07:18:00",0,0,0
"1880",2007-01-02 08:19:00,"2007-01-02","07:19:00",0,0,0
"1881",2007-01-02 08:20:00,"2007-01-02","07:20:00",0,0,0
"1882",2007-01-02 08:21:00,"2007-01-02","07:21:00",0,0,0
"1883",2007-01-02 08:22:00,"2007-01-02","07:22:00",0,0,0
"1884",2007-01-02 08:23:00,"2007-01-02","07:23:00",0,0,0
"1885",2007-01-02 08:24:00,"2007-01-02","07:24:00",0,0,0
"1886",2007-01-02 08:25:00,"2007-01-02","07:25:00",0,0,0
"1887",2007-01-02 08:26:00,"2007-01-02","07:26:00",0,0,0
"1888",2007-01-02 08:27:00,"2007-01-02","07:27:00",0,0,0
"1889",2007-01-02 08:28:00,"2007-01-02","07:28:00",0,0,0
"1890",2007-01-02 08:29:00,"2007-01-02","07:29:00",0,0,0
"1891",2007-01-02 08:30:00,"2007-01-02","07:30:00",0,0,0
"1892",2007-01-02 08:31:00,"2007-01-02","07:31:00",0,0,0
"1893",2007-01-02 08:32:00,"2007-01-02","07:32:00",0,0,0
"1894",2007-01-02 08:33:00,"2007-01-02","07:33:00",0,0,0
"1895",2007-01-02 08:34:00,"2007-01-02","07:34:00",0,0,0
"1896",2007-01-02 08:35:00,"2007-01-02","07:35:00",0,0,0
"1897",2007-01-02 08:36:00,"2007-01-02","07:36:00",0,0,0
"1898",2007-01-02 08:37:00,"2007-01-02","07:37:00",0,0,0
"1899",2007-01-02 08:38:00,"2007-01-02","07:38:00",0,0,0
"1900",2007-01-02 08:39:00,"2007-01-02","07:39:00",0,0,0
"1901",2007-01-02 08:40:00,"2007-01-02","07:40:00",0,0,0
"1902",2007-01-02 08:41:00,"2007-01-02","07:41:00",0,0,0
"1903",2007-01-02 08:42:00,"2007-01-02","07:42:00",0,0,0
"1904",2007-01-02 08:43:00,"2007-01-02","07:43:00",0,0,0
"1905",2007-01-02 08:44:00,"2007-01-02","07:44:00",0,0,0
"1906",2007-01-02 08:45:00,"2007-01-02","07:45:00",0,0,0
"1907",2007-01-02 08:46:00,"2007-01-02","07:46:00",0,0,0
"1908",2007-01-02 08:47:00,"2007-01-02","07:47:00",0,0,0
"1909",2007-01-02 08:48:00,"2007-01-02","07:48:00",0,0,0
"1910",2007-01-02 08:49:00,"2007-01-02","07:49:00",0,0,0
"1911",2007-01-02 08:50:00,"2007-01-02","07:50:00",0,0,0
"1912",2007-01-02 08:51:00,"2007-01-02","07:51:00",0,0,0
"1913",2007-01-02 08:52:00,"2007-01-02","07:52:00",0,0,0
"1914",2007-01-02 08:53:00,"2007-01-02","07:53:00",0,0,0
"1915",2007-01-02 08:54:00,"2007-01-02","07:54:00",0,0,0
"1916",2007-01-02 08:55:00,"2007-01-02","07:55:00",0,0,0
"1917",2007-01-02 08:56:00,"2007-01-02","07:56:00",0,0,0
"1918",2007-01-02 08:57:00,"2007-01-02","07:57:00",0,0,0
"1919",2007-01-02 08:58:00,"2007-01-02","07:58:00",0,0,0
"1920",2007-01-02 08:59:00,"2007-01-02","07:59:00",0,2,0
"1921",2007-01-02 09:00:00,"2007-01-02","08:00:00",0,1,0
"1922",2007-01-02 09:01:00,"2007-01-02","08:01:00",0,1,0
"1923",2007-01-02 09:02:00,"2007-01-02","08:02:00",0,2,0
"1924",2007-01-02 09:03:00,"2007-01-02","08:03:00",0,1,0
"1925",2007-01-02 09:04:00,"2007-01-02","08:04:00",0,2,0
"1926",2007-01-02 09:05:00,"2007-01-02","08:05:00",0,1,0
"1927",2007-01-02 09:06:00,"2007-01-02","08:06:00",0,1,0
"1928",2007-01-02 09:07:00,"2007-01-02","08:07:00",0,2,0
"1929",2007-01-02 09:08:00,"2007-01-02","08:08:00",0,1,0
"1930",2007-01-02 09:09:00,"2007-01-02","08:09:00",0,2,0
"1931",2007-01-02 09:10:00,"2007-01-02","08:10:00",0,1,0
"1932",2007-01-02 09:11:00,"2007-01-02","08:11:00",0,1,0
"1933",2007-01-02 09:12:00,"2007-01-02","08:12:00",0,2,0
"1934",2007-01-02 09:13:00,"2007-01-02","08:13:00",0,1,0
"1935",2007-01-02 09:14:00,"2007-01-02","08:14:00",0,1,0
"1936",2007-01-02 09:15:00,"2007-01-02","08:15:00",0,1,0
"1937",2007-01-02 09:16:00,"2007-01-02","08:16:00",0,2,0
"1938",2007-01-02 09:17:00,"2007-01-02","08:17:00",0,1,0
"1939",2007-01-02 09:18:00,"2007-01-02","08:18:00",0,1,0
"1940",2007-01-02 09:19:00,"2007-01-02","08:19:00",0,1,0
"1941",2007-01-02 09:20:00,"2007-01-02","08:20:00",0,2,0
"1942",2007-01-02 09:21:00,"2007-01-02","08:21:00",0,1,0
"1943",2007-01-02 09:22:00,"2007-01-02","08:22:00",0,1,0
"1944",2007-01-02 09:23:00,"2007-01-02","08:23:00",0,1,0
"1945",2007-01-02 09:24:00,"2007-01-02","08:24:00",0,1,0
"1946",2007-01-02 09:25:00,"2007-01-02","08:25:00",0,0,0
"1947",2007-01-02 09:26:00,"2007-01-02","08:26:00",0,0,0
"1948",2007-01-02 09:27:00,"2007-01-02","08:27:00",0,0,0
"1949",2007-01-02 09:28:00,"2007-01-02","08:28:00",0,0,0
"1950",2007-01-02 09:29:00,"2007-01-02","08:29:00",0,0,0
"1951",2007-01-02 09:30:00,"2007-01-02","08:30:00",0,0,0
"1952",2007-01-02 09:31:00,"2007-01-02","08:31:00",0,0,0
"1953",2007-01-02 09:32:00,"2007-01-02","08:32:00",0,0,0
"1954",2007-01-02 09:33:00,"2007-01-02","08:33:00",0,0,0
"1955",2007-01-02 09:34:00,"2007-01-02","08:34:00",0,0,0
"1956",2007-01-02 09:35:00,"2007-01-02","08:35:00",0,0,0
"1957",2007-01-02 09:36:00,"2007-01-02","08:36:00",0,0,0
"1958",2007-01-02 09:37:00,"2007-01-02","08:37:00",0,0,0
"1959",2007-01-02 09:38:00,"2007-01-02","08:38:00",0,0,0
"1960",2007-01-02 09:39:00,"2007-01-02","08:39:00",0,0,0
"1961",2007-01-02 09:40:00,"2007-01-02","08:40:00",0,0,0
"1962",2007-01-02 09:41:00,"2007-01-02","08:41:00",0,0,0
"1963",2007-01-02 09:42:00,"2007-01-02","08:42:00",0,0,0
"1964",2007-01-02 09:43:00,"2007-01-02","08:43:00",0,0,0
"1965",2007-01-02 09:44:00,"2007-01-02","08:44:00",0,0,0
"1966",2007-01-02 09:45:00,"2007-01-02","08:45:00",0,0,0
"1967",2007-01-02 09:46:00,"2007-01-02","08:46:00",0,0,0
"1968",2007-01-02 09:47:00,"2007-01-02","08:47:00",0,0,0
"1969",2007-01-02 09:48:00,"2007-01-02","08:48:00",0,0,0
"1970",2007-01-02 09:49:00,"2007-01-02","08:49:00",0,0,0
"1971",2007-01-02 09:50:00,"2007-01-02","08:50:00",0,0,0
"1972",2007-01-02 09:51:00,"2007-01-02","08:51:00",0,0,0
"1973",2007-01-02 09:52:00,"2007-01-02","08:52:00",0,0,0
"1974",2007-01-02 09:53:00,"2007-01-02","08:53:00",0,0,0
"1975",2007-01-02 09:54:00,"2007-01-02","08:54:00",0,0,0
"1976",2007-01-02 09:55:00,"2007-01-02","08:55:00",0,0,0
"1977",2007-01-02 09:56:00,"2007-01-02","08:56:00",0,0,0
"1978",2007-01-02 09:57:00,"2007-01-02","08:57:00",0,0,0
"1979",2007-01-02 09:58:00,"2007-01-02","08:58:00",0,0,0
"1980",2007-01-02 09:59:00,"2007-01-02","08:59:00",0,0,0
"1981",2007-01-02 10:00:00,"2007-01-02","09:00:00",0,0,0
"1982",2007-01-02 10:01:00,"2007-01-02","09:01:00",0,0,0
"1983",2007-01-02 10:02:00,"2007-01-02","09:02:00",0,0,0
"1984",2007-01-02 10:03:00,"2007-01-02","09:03:00",0,0,0
"1985",2007-01-02 10:04:00,"2007-01-02","09:04:00",0,0,0
"1986",2007-01-02 10:05:00,"2007-01-02","09:05:00",0,0,0
"1987",2007-01-02 10:06:00,"2007-01-02","09:06:00",0,0,0
"1988",2007-01-02 10:07:00,"2007-01-02","09:07:00",0,0,0
"1989",2007-01-02 10:08:00,"2007-01-02","09:08:00",0,0,0
"1990",2007-01-02 10:09:00,"2007-01-02","09:09:00",0,0,0
"1991",2007-01-02 10:10:00,"2007-01-02","09:10:00",0,0,0
"1992",2007-01-02 10:11:00,"2007-01-02","09:11:00",0,0,0
"1993",2007-01-02 10:12:00,"2007-01-02","09:12:00",0,0,0
"1994",2007-01-02 10:13:00,"2007-01-02","09:13:00",0,0,0
"1995",2007-01-02 10:14:00,"2007-01-02","09:14:00",0,0,0
"1996",2007-01-02 10:15:00,"2007-01-02","09:15:00",0,0,0
"1997",2007-01-02 10:16:00,"2007-01-02","09:16:00",0,0,0
"1998",2007-01-02 10:17:00,"2007-01-02","09:17:00",0,0,0
"1999",2007-01-02 10:18:00,"2007-01-02","09:18:00",0,0,0
"2000",2007-01-02 10:19:00,"2007-01-02","09:19:00",0,0,0
"2001",2007-01-02 10:20:00,"2007-01-02","09:20:00",0,0,0
"2002",2007-01-02 10:21:00,"2007-01-02","09:21:00",0,0,0
"2003",2007-01-02 10:22:00,"2007-01-02","09:22:00",0,0,0
"2004",2007-01-02 10:23:00,"2007-01-02","09:23:00",0,0,0
"2005",2007-01-02 10:24:00,"2007-01-02","09:24:00",0,0,0
"2006",2007-01-02 10:25:00,"2007-01-02","09:25:00",0,0,0
"2007",2007-01-02 10:26:00,"2007-01-02","09:26:00",0,0,0
"2008",2007-01-02 10:27:00,"2007-01-02","09:27:00",0,0,0
"2009",2007-01-02 10:28:00,"2007-01-02","09:28:00",0,0,0
"2010",2007-01-02 10:29:00,"2007-01-02","09:29:00",0,0,0
"2011",2007-01-02 10:30:00,"2007-01-02","09:30:00",0,0,0
"2012",2007-01-02 10:31:00,"2007-01-02","09:31:00",0,0,0
"2013",2007-01-02 10:32:00,"2007-01-02","09:32:00",0,0,0
"2014",2007-01-02 10:33:00,"2007-01-02","09:33:00",0,0,0
"2015",2007-01-02 10:34:00,"2007-01-02","09:34:00",0,0,0
"2016",2007-01-02 10:35:00,"2007-01-02","09:35:00",0,0,0
"2017",2007-01-02 10:36:00,"2007-01-02","09:36:00",0,0,0
"2018",2007-01-02 10:37:00,"2007-01-02","09:37:00",0,0,0
"2019",2007-01-02 10:38:00,"2007-01-02","09:38:00",0,0,0
"2020",2007-01-02 10:39:00,"2007-01-02","09:39:00",0,0,0
"2021",2007-01-02 10:40:00,"2007-01-02","09:40:00",0,0,0
"2022",2007-01-02 10:41:00,"2007-01-02","09:41:00",0,0,0
"2023",2007-01-02 10:42:00,"2007-01-02","09:42:00",0,0,0
"2024",2007-01-02 10:43:00,"2007-01-02","09:43:00",0,0,0
"2025",2007-01-02 10:44:00,"2007-01-02","09:44:00",0,0,0
"2026",2007-01-02 10:45:00,"2007-01-02","09:45:00",0,0,0
"2027",2007-01-02 10:46:00,"2007-01-02","09:46:00",0,0,0
"2028",2007-01-02 10:47:00,"2007-01-02","09:47:00",0,0,0
"2029",2007-01-02 10:48:00,"2007-01-02","09:48:00",0,0,0
"2030",2007-01-02 10:49:00,"2007-01-02","09:49:00",0,0,0
"2031",2007-01-02 10:50:00,"2007-01-02","09:50:00",0,0,0
"2032",2007-01-02 10:51:00,"2007-01-02","09:51:00",0,0,0
"2033",2007-01-02 10:52:00,"2007-01-02","09:52:00",0,0,0
"2034",2007-01-02 10:53:00,"2007-01-02","09:53:00",0,0,0
"2035",2007-01-02 10:54:00,"2007-01-02","09:54:00",0,0,0
"2036",2007-01-02 10:55:00,"2007-01-02","09:55:00",0,0,0
"2037",2007-01-02 10:56:00,"2007-01-02","09:56:00",0,0,0
"2038",2007-01-02 10:57:00,"2007-01-02","09:57:00",0,0,0
"2039",2007-01-02 10:58:00,"2007-01-02","09:58:00",0,0,0
"2040",2007-01-02 10:59:00,"2007-01-02","09:59:00",0,0,0
"2041",2007-01-02 11:00:00,"2007-01-02","10:00:00",0,0,0
"2042",2007-01-02 11:01:00,"2007-01-02","10:01:00",0,0,0
"2043",2007-01-02 11:02:00,"2007-01-02","10:02:00",0,0,0
"2044",2007-01-02 11:03:00,"2007-01-02","10:03:00",0,0,0
"2045",2007-01-02 11:04:00,"2007-01-02","10:04:00",0,0,0
"2046",2007-01-02 11:05:00,"2007-01-02","10:05:00",0,0,0
"2047",2007-01-02 11:06:00,"2007-01-02","10:06:00",0,0,0
"2048",2007-01-02 11:07:00,"2007-01-02","10:07:00",0,0,0
"2049",2007-01-02 11:08:00,"2007-01-02","10:08:00",0,0,0
"2050",2007-01-02 11:09:00,"2007-01-02","10:09:00",0,0,0
"2051",2007-01-02 11:10:00,"2007-01-02","10:10:00",0,0,0
"2052",2007-01-02 11:11:00,"2007-01-02","10:11:00",0,0,0
"2053",2007-01-02 11:12:00,"2007-01-02","10:12:00",0,0,0
"2054",2007-01-02 11:13:00,"2007-01-02","10:13:00",0,0,0
"2055",2007-01-02 11:14:00,"2007-01-02","10:14:00",0,0,0
"2056",2007-01-02 11:15:00,"2007-01-02","10:15:00",0,0,0
"2057",2007-01-02 11:16:00,"2007-01-02","10:16:00",0,0,0
"2058",2007-01-02 11:17:00,"2007-01-02","10:17:00",0,0,0
"2059",2007-01-02 11:18:00,"2007-01-02","10:18:00",0,0,0
"2060",2007-01-02 11:19:00,"2007-01-02","10:19:00",0,0,0
"2061",2007-01-02 11:20:00,"2007-01-02","10:20:00",0,0,0
"2062",2007-01-02 11:21:00,"2007-01-02","10:21:00",0,0,0
"2063",2007-01-02 11:22:00,"2007-01-02","10:22:00",0,0,0
"2064",2007-01-02 11:23:00,"2007-01-02","10:23:00",0,0,0
"2065",2007-01-02 11:24:00,"2007-01-02","10:24:00",0,0,0
"2066",2007-01-02 11:25:00,"2007-01-02","10:25:00",0,0,0
"2067",2007-01-02 11:26:00,"2007-01-02","10:26:00",0,0,0
"2068",2007-01-02 11:27:00,"2007-01-02","10:27:00",0,1,0
"2069",2007-01-02 11:28:00,"2007-01-02","10:28:00",0,1,0
"2070",2007-01-02 11:29:00,"2007-01-02","10:29:00",0,1,0
"2071",2007-01-02 11:30:00,"2007-01-02","10:30:00",0,2,0
"2072",2007-01-02 11:31:00,"2007-01-02","10:31:00",0,1,0
"2073",2007-01-02 11:32:00,"2007-01-02","10:32:00",0,1,0
"2074",2007-01-02 11:33:00,"2007-01-02","10:33:00",0,2,0
"2075",2007-01-02 11:34:00,"2007-01-02","10:34:00",0,1,0
"2076",2007-01-02 11:35:00,"2007-01-02","10:35:00",0,2,0
"2077",2007-01-02 11:36:00,"2007-01-02","10:36:00",0,1,0
"2078",2007-01-02 11:37:00,"2007-01-02","10:37:00",0,1,0
"2079",2007-01-02 11:38:00,"2007-01-02","10:38:00",0,2,0
"2080",2007-01-02 11:39:00,"2007-01-02","10:39:00",0,1,0
"2081",2007-01-02 11:40:00,"2007-01-02","10:40:00",0,1,0
"2082",2007-01-02 11:41:00,"2007-01-02","10:41:00",0,2,0
"2083",2007-01-02 11:42:00,"2007-01-02","10:42:00",0,1,0
"2084",2007-01-02 11:43:00,"2007-01-02","10:43:00",0,1,0
"2085",2007-01-02 11:44:00,"2007-01-02","10:44:00",0,2,0
"2086",2007-01-02 11:45:00,"2007-01-02","10:45:00",0,1,0
"2087",2007-01-02 11:46:00,"2007-01-02","10:46:00",0,1,0
"2088",2007-01-02 11:47:00,"2007-01-02","10:47:00",0,1,0
"2089",2007-01-02 11:48:00,"2007-01-02","10:48:00",0,2,0
"2090",2007-01-02 11:49:00,"2007-01-02","10:49:00",0,1,0
"2091",2007-01-02 11:50:00,"2007-01-02","10:50:00",0,1,0
"2092",2007-01-02 11:51:00,"2007-01-02","10:51:00",0,1,0
"2093",2007-01-02 11:52:00,"2007-01-02","10:52:00",0,2,0
"2094",2007-01-02 11:53:00,"2007-01-02","10:53:00",0,1,0
"2095",2007-01-02 11:54:00,"2007-01-02","10:54:00",0,0,0
"2096",2007-01-02 11:55:00,"2007-01-02","10:55:00",0,0,0
"2097",2007-01-02 11:56:00,"2007-01-02","10:56:00",0,0,0
"2098",2007-01-02 11:57:00,"2007-01-02","10:57:00",0,0,0
"2099",2007-01-02 11:58:00,"2007-01-02","10:58:00",0,0,0
"2100",2007-01-02 11:59:00,"2007-01-02","10:59:00",0,0,0
"2101",2007-01-02 12:00:00,"2007-01-02","11:00:00",0,0,0
"2102",2007-01-02 12:01:00,"2007-01-02","11:01:00",0,0,0
"2103",2007-01-02 12:02:00,"2007-01-02","11:02:00",0,0,0
"2104",2007-01-02 12:03:00,"2007-01-02","11:03:00",0,0,0
"2105",2007-01-02 12:04:00,"2007-01-02","11:04:00",0,0,0
"2106",2007-01-02 12:05:00,"2007-01-02","11:05:00",0,0,0
"2107",2007-01-02 12:06:00,"2007-01-02","11:06:00",0,0,0
"2108",2007-01-02 12:07:00,"2007-01-02","11:07:00",0,0,0
"2109",2007-01-02 12:08:00,"2007-01-02","11:08:00",0,0,0
"2110",2007-01-02 12:09:00,"2007-01-02","11:09:00",0,0,0
"2111",2007-01-02 12:10:00,"2007-01-02","11:10:00",0,0,0
"2112",2007-01-02 12:11:00,"2007-01-02","11:11:00",0,0,0
"2113",2007-01-02 12:12:00,"2007-01-02","11:12:00",0,0,0
"2114",2007-01-02 12:13:00,"2007-01-02","11:13:00",0,0,0
"2115",2007-01-02 12:14:00,"2007-01-02","11:14:00",0,0,0
"2116",2007-01-02 12:15:00,"2007-01-02","11:15:00",0,0,0
"2117",2007-01-02 12:16:00,"2007-01-02","11:16:00",0,0,0
"2118",2007-01-02 12:17:00,"2007-01-02","11:17:00",0,0,0
"2119",2007-01-02 12:18:00,"2007-01-02","11:18:00",0,0,0
"2120",2007-01-02 12:19:00,"2007-01-02","11:19:00",0,0,0
"2121",2007-01-02 12:20:00,"2007-01-02","11:20:00",0,0,0
"2122",2007-01-02 12:21:00,"2007-01-02","11:21:00",0,0,0
"2123",2007-01-02 12:22:00,"2007-01-02","11:22:00",0,0,0
"2124",2007-01-02 12:23:00,"2007-01-02","11:23:00",0,0,0
"2125",2007-01-02 12:24:00,"2007-01-02","11:24:00",0,0,0
"2126",2007-01-02 12:25:00,"2007-01-02","11:25:00",0,0,0
"2127",2007-01-02 12:26:00,"2007-01-02","11:26:00",0,0,0
"2128",2007-01-02 12:27:00,"2007-01-02","11:27:00",0,0,0
"2129",2007-01-02 12:28:00,"2007-01-02","11:28:00",0,0,0
"2130",2007-01-02 12:29:00,"2007-01-02","11:29:00",0,0,0
"2131",2007-01-02 12:30:00,"2007-01-02","11:30:00",0,0,0
"2132",2007-01-02 12:31:00,"2007-01-02","11:31:00",0,0,0
"2133",2007-01-02 12:32:00,"2007-01-02","11:32:00",0,0,0
"2134",2007-01-02 12:33:00,"2007-01-02","11:33:00",0,0,0
"2135",2007-01-02 12:34:00,"2007-01-02","11:34:00",0,0,0
"2136",2007-01-02 12:35:00,"2007-01-02","11:35:00",0,0,0
"2137",2007-01-02 12:36:00,"2007-01-02","11:36:00",0,0,0
"2138",2007-01-02 12:37:00,"2007-01-02","11:37:00",0,0,0
"2139",2007-01-02 12:38:00,"2007-01-02","11:38:00",0,0,0
"2140",2007-01-02 12:39:00,"2007-01-02","11:39:00",0,0,0
"2141",2007-01-02 12:40:00,"2007-01-02","11:40:00",0,0,0
"2142",2007-01-02 12:41:00,"2007-01-02","11:41:00",0,0,0
